id_nombre,nombre,analisis_sentimientos,latitud,longitud,categories,puntuacion_usuarios,direccion,id_ciudad,ciudad,codigo_postal,estado,anio
f5d4,Food Truck – World Showcase of Flavors,1.0,28.3703517,-81.5201034,"Kiosk, Restaurant",4.3,1524 Buena Vista Dr,O990,Orlando,32836.0,Florida,2024
9fc8,Foodys Diner and Pizza House,1.0,27.9961988,-82.5636833,"Diner, Breakfast restaurant, Brunch restaurant, Greek restaurant, Italian restaurant, Lunch restaurant, Pizza delivery, Pizza takeaway",4.6,7512 W Hillsborough Ave,RGTW,Tampa,33615.0,Florida,2024
7472,Fortune Cookie Chinese Restaurant,1.0,26.6659222,-81.8324051,"Chinese restaurant, Restaurant",4.2,4017 Palm Beach Blvd,25ZR,Fort Myers,33916.0,Florida,2024
f003,Fred's Market Restaurant,1.0,28.0115722,-82.1367889,"Buffet restaurant, Barbecue restaurant, Restaurant",4.7,1401 W Dr Martin Luther King Jr Blvd,7QXG,Plant City,33563.0,Florida,2024
e376,Friendly Tavern,1.0,27.8332629,-82.8331186,"Bar, Restaurant",4.3,18121 Gulf Blvd,XBF1,Redington Shores,33708.0,Florida,2024
6bbe,Froots Davie,1.0,26.093614,-80.2521192,"Juice shop, Restaurant, Sandwich shop",3.8,2227 S University Dr,4WYS,Davie,33324.0,Florida,2024
a6b2,GameTime Ocoee,1.0,28.55313,-81.515546,"Video arcade, Event venue, Restaurant, Sports bar",4.2,9441 W Colonial Dr,A5RR,Ocoee,34761.0,Florida,2024
9fba,Garbo's Grill @ Hanks!,1.0,24.5577824,-81.8053266,"American restaurant, Fast food restaurant, Restaurant",4.7,409 Caroline St,4S46,Key West,33040.0,Florida,2024
8e07,Genghis Grill,1.0,27.9248196,-82.3175059,"Mongolian barbecue restaurant, Asian restaurant, Bar & grill, Chinese restaurant, Pan-Asian restaurant, Restaurant, South Asian restaurant, Vegan restaurant, Vegetarian restaurant",4.4,910 Providence Rd,W2W7,Brandon,33511.0,Florida,2024
d13a,Get Fried Fry Cafe (University Village),1.0,26.4520636,-81.7730829,Restaurant,3.9,10952 Eagle Village Dr STE 440,25ZR,Fort Myers,33913.0,Florida,2024
78a1,Gilson's Brazilian Restaurant,1.0,28.4679595,-81.4489195,"Brazilian restaurant, Buffet restaurant, Restaurant",4.1,5250 International Dr,O990,Orlando,32819.0,Florida,2024
ce35,Giovanni's New York Pizza,1.0,27.979778,-81.66377,"Pizza restaurant, Meal delivery, Restaurant",3.9,6959 Cypress Gardens Blvd,GI94,Winter Haven,33884.0,Florida,2024
cf1e,Glazed and Confused Eatery,1.0,26.6379907,-80.2055242,Restaurant,3.9,2803 FL-7 #300,9W64,Wellington,33414.0,Florida,2024
3f78,Golf Clubhouse,1.0,25.3137233,-80.2839883,Restaurant,4.8,1 Anchor Dr,2EOP,Key Largo,33037.0,Florida,2024
2c19,Greek To Go,1.0,28.633038,-81.3627341,Restaurant,4.9,681 N Orlando Ave,OC0W,Maitland,32751.0,Florida,2024
1be7,Green Dragon Asian Bistro,1.0,28.8864937,-81.3081896,Restaurant,4.6,54 S Charles Richard Beall Blvd,F75V,Debary,32713.0,Florida,2024
f422,Green Mango,1.0,28.4462417,-81.3969386,Restaurant,4.2,8001 S Orange Blossom Trail,O990,Orlando,32809.0,Florida,2024
f422,Green Mango,1.0,28.1906403,-82.3902859,Restaurant,4.2,premium outlets,CQ72,Wesley Chapel,33544.0,Florida,2024
93f1,Green Turtle Inn,1.0,24.9125632,-80.6412989,"Seafood restaurant, Restaurant",4.5,81219 Overseas Hwy,1IYA,Islamorada,33036.0,Florida,2024
ca7e,GreenLife Organic Bistro Brickell,1.0,25.7650692,-80.1906206,"Cafe, Breakfast restaurant, Coffee shop, Juice shop, Lunch restaurant, Organic restaurant, Restaurant",4.0,909 Brickell Ave Kiosk F,LO98,Miami,33131.0,Florida,2024
d942,Grill Argentino Kendall,1.0,25.6871561,-80.3198735,"Argentinian restaurant, Bar, European restaurant, Latin American restaurant, South American restaurant, Steak house",4.0,7744 N Kendall Dr,LO98,Miami,33156.0,Florida,2024
7900,Gulf Coast Seafood Market and Restaurant,1.0,30.5346459,-87.3143309,"Seafood market, Deli, Restaurant, Seafood restaurant",4.5,2250 W 9 Mile Rd,YOYE,Pensacola,32534.0,Florida,2024
27c2,Guthrie's,1.0,30.4494691,-84.3125307,"Chicken restaurant, Restaurant",4.2,1818 W Tennessee St,ML39,Tallahassee,32304.0,Florida,2024
b662,H20 Bar & Grill,1.0,29.2072983,-80.9980664,"Bar & grill, Restaurant",3.8,1615 S Atlantic Ave,CVZR,Daytona Beach,32118.0,Florida,2024
5651,HB,1.0,30.2165533,-85.875538,Restaurant,4.4,701 S Pier Park Dr,GQ3B,Panama City Beach,32413.0,Florida,2024
4c19,Habaneros Mexican Grill,1.0,28.5972806,-81.2088194,"Mexican restaurant, Restaurant",4.1,12185 Collegiate Way,O990,Orlando,32826.0,Florida,2024
4e23,Hammerhead Fred's,1.0,30.1691749,-85.7910217,"Seafood restaurant, Bar, Restaurant",4.0,8752 Thomas Dr,GQ3B,Panama City Beach,32408.0,Florida,2024
4917,Happy Ending Latin Fusion,1.0,30.2890501,-81.4393806,"Latin American restaurant, Bar, Colombian restaurant, Hookah bar, Peruvian restaurant, Sports bar",4.4,14333 Beach Blvd #22,LMW4,Jacksonville,32250.0,Florida,2024
3617,Happy Vegan Bakers Café,1.0,25.8971766,-80.3418514,"Vegan restaurant, Restaurant",4.6,2800 W 84th St bay# 6,QCAZ,Hialeah,33018.0,Florida,2024
3dc2,Harpoon Harry's,1.0,26.9293551,-82.0650915,"Seafood restaurant, American restaurant, Bar",4.2,1200 W Retta Esplanade,RZP5,Punta Gorda,33950.0,Florida,2024
dfd1,Hart & Soul Cafe,1.0,26.6193298,-81.9412614,"Restaurant, Cafe",4.6,1722 Del Prado Blvd S,2ALK,Cape Coral,33990.0,Florida,2024
e528,Havana 1957 Cuban Cuisine Espanola Way,1.0,25.7870419,-80.131975,"Cuban restaurant, Bar, Latin American restaurant",4.4,405 Española Way,2ZVA,Miami Beach,33139.0,Florida,2024
37ce,Hawkers Asian Street Food,1.0,28.5606165,-81.364217,"Asian restaurant, Restaurant",4.4,1103 N Mills Ave,O990,Orlando,32803.0,Florida,2024
d648,Here Comes the Sun,1.0,25.8891989,-80.1540289,"Hamburger restaurant, Restaurant",4.3,2188 NE 123rd St,JMMQ,North Miami,33181.0,Florida,2024
ca56,Hibachi Grill & Supreme Buffet,1.0,29.1980343,-81.0569176,"Buffet restaurant, Chinese restaurant, Japanese restaurant, Restaurant, Seafood restaurant",4.2,Florida,CVZR,Daytona Beach,,Florida,2024
7d7c,Hibachi On The Go,1.0,26.8075014,-80.0761262,Restaurant,4.7,1460 10th St,PQ0N,Lake Park,33403.0,Florida,2024
45f0,Hispania Tapas Bar & Cafe,1.0,27.966604,-82.8001449,"Spanish restaurant, Bakery, Cafe, Espresso bar, Restaurant",4.3,34 N Fort Harrison Ave,MCCU,Clearwater,33755.0,Florida,2024
056c,Hog's Breath Saloon,1.0,24.5595277,-81.8060758,"Pub, Bar, Clothing store, Restaurant",4.4,400 Front St,4S46,Key West,33040.0,Florida,2024
7e69,Holi Indian Grill ( A Flavor Of Joy ),1.0,30.2688774,-81.5612549,"Chinese restaurant, Asian restaurant, Delivery Restaurant, Restaurant",3.7,4320 Deerwood Lake Pkwy #206,LMW4,Jacksonville,32216.0,Florida,2024
7e69,Holi Indian Grill ( A Flavor Of Joy ),1.0,26.3319338,-81.8091635,"Chinese restaurant, Restaurant",4.1,3300 Bonita Beach Rd SW #123,MTML,Bonita Springs,34134.0,Florida,2024
ea69,Hollywood Brewing Las Olas,1.0,26.1194995,-80.1319108,Restaurant,4.6,1103 E Las Olas Blvd,TDGL,Fort Lauderdale,33301.0,Florida,2024
311e,Hooters,1.0,26.0917013,-80.3704935,Restaurant,3.2,2282 Weston Rd,YBBU,Weston,33326.0,Florida,2024
311e,Hooters,1.0,28.3429144,-81.4168199,"Sports bar, American restaurant, Bar & grill, Chicken restaurant, Chicken wings restaurant, Hamburger restaurant, Delivery Restaurant, Takeout Restaurant, Restaurant, Seafood restaurant",4.2,1201 W Osceola Pkwy,110N,Kissimmee,34741.0,Florida,2024
311e,Hooters,1.0,28.0857723,-81.9721281,"Sports bar, American restaurant, Bar & grill, Chicken restaurant, Chicken wings restaurant, Hamburger restaurant, Delivery Restaurant, Takeout Restaurant, Restaurant, Seafood restaurant",4.0,3400 US Hwy 98 N,UD7Y,Lakeland,33809.0,Florida,2024
311e,Hooters,1.0,27.9966769,-82.514543,"American restaurant, Chicken restaurant, Chicken wings restaurant, Family restaurant, Takeout restaurant, Pub, Restaurant, Seafood restaurant, Sports bar",4.1,4215 W Hillsborough Ave,RGTW,Tampa,33614.0,Florida,2024
311e,Hooters,1.0,27.9609226,-82.721237,"American restaurant, Chicken wings restaurant, Takeout restaurant, Pub, Restaurant, Seafood restaurant, Sports bar",4.2,2800 Gulf to Bay Blvd,MCCU,Clearwater,33759.0,Florida,2024
b421,Horizons,1.0,30.5737915,-81.4529898,"American restaurant, Restaurant",4.3,5472 1st Coast Hwy,HN6L,Fernandina Beach,32034.0,Florida,2024
0380,Hot Kim Chi,1.0,30.7643176,-86.5696373,"Korean restaurant, Restaurant",4.6,496 N Ferdon Blvd,ISLE,Crestview,32536.0,Florida,2024
d5ee,Hot Wok,1.0,29.282005,-81.0674459,"Restaurant, Chinese restaurant",3.3,345 W Granada Blvd,U225,Ormond Beach,32174.0,Florida,2024
a50e,Hotsy-Totsy Bar & Grill and the sidecar speakeasy,1.0,26.0103225,-80.1483535,"Restaurant, Bar",4.6,2032 Harrison St,D3WC,Hollywood,33020.0,Florida,2024
5570,House of Blues Restaurant & Bar,1.0,28.3710292,-81.521959,"Southern restaurant (US), Bar",4.4,1490 E Buena Vista Dr,O990,Orlando,32830.0,Florida,2024
4c8f,House of Pizza=),1.0,28.3534977,-81.4051506,"Pizza restaurant, Italian restaurant, Delivery Restaurant, Takeout Restaurant, Pizza delivery, Pizza Takeout, Restaurant",4.0,14650 Gatorland Dr #1,O990,Orlando,32837.0,Florida,2024
b59f,Huey Magoo's Chicken Tenders - Sunrise,1.0,26.1932449,-80.278244,Restaurant,4.4,9440 W Commercial Blvd Suite 101,7GWZ,Sunrise,33351.0,Florida,2024
e96d,Hungry Howie's Pizza,1.0,27.298401,-82.485256,"Pizza restaurant, Caterer, Italian restaurant, Pizza delivery, Pizza Takeout, Restaurant, Salad shop, Sandwich shop",3.8,4112 Bee Ridge Rd,SYJL,Sarasota,34233.0,Florida,2024
e96d,Hungry Howie's Pizza,1.0,30.6197393,-87.0519749,"Pizza restaurant, Caterer, Italian restaurant, Pizza delivery, Pizza Takeout, Restaurant, Salad shop, Sandwich shop",4.1,6534 Caroline St,JI5Z,Milton,32570.0,Florida,2024
e96d,Hungry Howie's Pizza,1.0,30.5169556,-86.464349,"Pizza restaurant, Caterer, Italian restaurant, Takeout Restaurant, Pizza delivery, Pizza Takeout, Restaurant, Salad shop, Sandwich shop",3.8,1144 E John Sims Pkwy,4ONN,Niceville,32578.0,Florida,2024
e96d,Hungry Howie's Pizza,1.0,26.758995,-81.43874,"Pizza restaurant, Caterer, Italian restaurant, Pizza delivery, Pizza Takeout, Restaurant, Salad shop, Sandwich shop",4.4,180 S Main St,E994,Labelle,33935.0,Florida,2024
e96d,Hungry Howie's Pizza,1.0,27.743528,-81.53009,"Pizza restaurant, Caterer, Fast food restaurant, Italian restaurant, Pizza delivery, Pizza Takeout, Restaurant, Salad shop, Sandwich shop",3.2,201 S Scenic Hwy,6KIV,Frostproof,33843.0,Florida,2024
e96d,Hungry Howie's Pizza,1.0,27.9391094,-82.0024195,"Pizza restaurant, Caterer, Italian restaurant, Pizza delivery, Pizza Takeout, Restaurant, Salad shop, Sandwich shop",3.3,2805 Shepherd Rd,UD7Y,Lakeland,33811.0,Florida,2024
e96d,Hungry Howie's Pizza,1.0,27.3535717,-82.504675,"Pizza restaurant, Caterer, Italian restaurant, Pizza delivery, Pizza Takeout, Restaurant, Salad shop, Sandwich shop",3.8,3251 17th St,SYJL,Sarasota,34235.0,Florida,2024
e96d,Hungry Howie's Pizza,1.0,30.1564971,-85.2099207,"Pizza restaurant, Caterer, Italian restaurant, Pizza delivery, Pizza Takeout, Restaurant, Salad shop, Sandwich shop",4.1,3050 FL-71,66OB,Wewahitchka,32465.0,Florida,2024
e96d,Hungry Howie's Pizza,1.0,28.0875919,-82.4036194,"Pizza restaurant, Caterer, Italian restaurant, Pizza delivery, Pizza Takeout, Restaurant, Salad shop, Sandwich shop",3.2,15359 Amberly Dr,RGTW,Tampa,33647.0,Florida,2024
e96d,Hungry Howie's Pizza,1.0,30.272026,-81.609498,"Pizza restaurant, Caterer, Italian restaurant, Pizza delivery, Pizza takeaway, Restaurant, Salad shop, Sandwich shop",4.3,5613 University Blvd W,LMW4,Jacksonville,32216.0,Florida,2024
e96d,Hungry Howie's Pizza,1.0,29.613019,-82.821944,"Pizza restaurant, Caterer, Italian restaurant, Pizza delivery, Pizza Takeout, Restaurant, Salad shop, Sandwich shop",3.9,414 W Wade St,D1JG,Trenton,32693.0,Florida,2024
36d6,IHOP,1.0,28.5398703,-82.4005864,"Restaurant, American restaurant, Breakfast restaurant, Family restaurant",3.7,20133 Cortez Blvd,JZGB,Brooksville,34601.0,Florida,2024
36d6,IHOP,1.0,28.0867704,-81.9712304,"Restaurant, American restaurant, Breakfast restaurant, Family restaurant",4.0,3427 US Hwy 98 N,UD7Y,Lakeland,33809.0,Florida,2024
36d6,IHOP,1.0,30.314576,-81.5616565,"Restaurant, American restaurant, Breakfast restaurant, Family restaurant",3.8,9010 Atlantic Blvd,LMW4,Jacksonville,32211.0,Florida,2024
36d6,IHOP,1.0,28.46275,-81.4629368,"Restaurant, American restaurant, Breakfast restaurant, Family restaurant",4.1,6005 International Dr,O990,Orlando,32819.0,Florida,2024
36d6,IHOP,1.0,28.3046502,-81.4221231,"Restaurant, American restaurant, Breakfast restaurant, Family restaurant",4.3,1715 W Vine St,110N,Kissimmee,34741.0,Florida,2024
36d6,IHOP,1.0,27.9611741,-81.6233985,"Restaurant, American restaurant, Breakfast restaurant, Family restaurant",4.2,2850 Ridge Way,NGBG,Lake Wales,33859.0,Florida,2024
36d6,IHOP,1.0,25.9781544,-80.2966402,"Restaurant, American restaurant, Breakfast restaurant, Family restaurant",3.8,11302 Miramar Pkwy,L6SC,Miramar,33025.0,Florida,2024
36d6,IHOP,1.0,27.8398701,-82.6971707,"Restaurant, American restaurant, Breakfast restaurant, Family restaurant",4.2,4671 Park Blvd N,SJ01,Pinellas Park,33781.0,Florida,2024
36d6,IHOP,1.0,28.3133528,-81.6688681,"Restaurant, American restaurant, Breakfast restaurant, Family restaurant",4.2,100 Ambersweet Way,16NT,Davenport,33897.0,Florida,2024
36d6,IHOP,1.0,30.7918117,-81.6658731,"Restaurant, American restaurant, Breakfast restaurant, Family restaurant",3.9,1160 E Boone Ave,E88J,Kingsland,31548.0,Florida,2024
6c9f,Icebox Cafe,1.0,25.794333,-80.144183,"American restaurant, Breakfast restaurant, Brunch restaurant, Lunch restaurant, Restaurant",4.5,1855 Purdy Ave,2ZVA,Miami Beach,33139.0,Florida,2024
8920,Ichicoro Imoto,1.0,27.9612509,-82.4640193,Restaurant,3.1,1910 N Ola Ave,RGTW,Tampa,33602.0,Florida,2024
e7ca,Ike's Love & Sandwiches,1.0,25.94912,-80.1455157,"Sandwich shop, Deli, Fast food restaurant, Restaurant, Vegan restaurant, Vegetarian restaurant",3.9,18719 Biscayne Blvd # 310,3FVK,Aventura,33180.0,Florida,2024
8548,Isla del Encanto 2,1.0,25.6630971,-80.4171129,Restaurant,4.4,11236 SW 137th Ave,LO98,Miami,33186.0,Florida,2024
865e,Izgara Middle Eastern Cuisine,1.0,26.1047526,-80.2654213,"Mediterranean restaurant, Restaurant, Turkish restaurant",4.6,1251 S Pine Island Rd,GY76,Plantation,33324.0,Florida,2024
c098,JC Tin Cup Grill,1.0,27.4482777,-81.523249,"Bar & grill, Grill, Bar, Restaurant, Sports bar",4.3,4800 Haw Branch Rd,O9AX,Sebring,33875.0,Florida,2024
74e2,JD's Sports Bar and Grill,1.0,28.3119611,-80.7096168,"Sports bar, American restaurant, Bar & grill, Chicken wings restaurant, Hamburger restaurant, Takeout Restaurant, Pub, Restaurant, Sandwich shop",4.3,2295 US-1,ZRW6,Rockledge,32955.0,Florida,2024
6de4,JIMMIE'S Chocolates & Cafe 47,1.0,26.0555078,-80.1431614,"Restaurant, Beer garden, Chocolate shop, Dessert restaurant, Historical landmark, Tapas restaurant, Wine bar",4.6,148 N Federal Hwy,U1W2,Dania Beach,33004.0,Florida,2024
c95c,Jabbers Bar & Grill,1.0,28.4290682,-80.7871888,"Restaurant, Bar, Meal delivery, Takeout restaurant",4.4,4365 Grissom Pkwy,URV5,Cocoa,32926.0,Florida,2024
ce84,Jake's Coastal Cantina,1.0,27.8844354,-82.8495654,"Restaurant, Bar",4.4,500 1st St,SOWC,Indian Rocks Beach,33785.0,Florida,2024
01e4,Java's Brewin Hookah Lounge,1.0,30.135269,-81.701446,"Hookah bar, Coffee store, Internet cafe, Restaurant",4.4,3555 US-17,JJ90,Orange Park,32003.0,Florida,2024
b7c0,Jerry & Joe's Pizza,1.0,25.883282,-80.31874,"Pizza restaurant, Delivery Restaurant, Takeout Restaurant, Pizza delivery, Pizza Takeout, Restaurant",4.0,1772 W 68th St,QCAZ,Hialeah,33014.0,Florida,2024
3577,Jersey Boyz Cafe,1.0,28.1075333,-81.6265005,"Cafe, Fast food restaurant, Restaurant",4.8,31 N 6th St,KLNW,Haines City,33844.0,Florida,2024
9095,Jersey Girl Subs,1.0,27.4625954,-82.6407291,Restaurant,4.3,7832 Cortez Rd W,CQN2,Bradenton,34210.0,Florida,2024
6d9b,Jet's Pizza,1.0,27.853112,-82.2677566,"Pizza restaurant, Catering food and drink supplier, Caterer, Delivery service, Delivery Restaurant, Takeout Restaurant, Pizza delivery, Pizza Takeout, Restaurant",4.0,13429 Fishhawk Blvd,BONO,Lithia,33547.0,Florida,2024
6d9b,Jet's Pizza,1.0,28.0197658,-82.7696968,"Pizza restaurant, Catering food and drink supplier, Caterer, Delivery service, Meal delivery, Takeout restaurant, Pizza delivery, Pizza takeaway, Restaurant",4.4,1350 Main St,L2T6,Dunedin,34698.0,Florida,2024
7351,Jimmy John's,1.0,28.128365,-82.368669,"Sandwich shop, Caterer, Delivery Restaurant, Restaurant",3.8,17521 Preserve Walk Ln,RGTW,Tampa,33647.0,Florida,2024
7351,Jimmy John's,1.0,26.1470736,-80.1210714,"Sandwich shop, Caterer, Fast food restaurant, Delivery Restaurant, Takeout Restaurant, Restaurant",3.7,1507 N Federal Hwy,TDGL,Fort Lauderdale,33304.0,Florida,2024
7351,Jimmy John's,1.0,27.2966796,-82.4503365,"Sandwich shop, Caterer, Delivery Restaurant, Restaurant",3.2,3957 Cattlemen Rd,SYJL,Sarasota,34233.0,Florida,2024
6074,Joe's Crab Shack,1.0,28.3888889,-81.5069444,"Seafood restaurant, Bar",3.7,12124 S Apopka Vineland Rd,O990,Orlando,32836.0,Florida,2024
6074,Joe's Crab Shack,1.0,26.1799393,-80.2511464,"Seafood restaurant, Bar, Takeout restaurant",3.7,4402 N University Dr,UJ5T,Lauderhill,33351.0,Florida,2024
0cc3,Joella's Hot Chicken,1.0,28.243377,-80.729229,Restaurant,3.8,6531 Lake Andrew Dr,H1IA,Melbourne,32940.0,Florida,2024
4bb3,Joey's New York Pizza & Italian Restaurant,1.0,28.1781416,-82.6972498,"Restaurant, Italian restaurant, Pizza delivery, Pizza restaurant, Pizza Takeout",4.0,1312 Seven Springs Blvd,3IHW,New Port Richey,34655.0,Florida,2024
4ef3,Johnny Rockets,1.0,25.7280233,-80.2419539,Restaurant,3.6,3036 Grand Ave,LO98,Miami,33133.0,Florida,2024
4ef3,Johnny Rockets,1.0,28.484922,-81.4319,"Hamburger restaurant, American restaurant, Dance restaurant, Diner, Family restaurant, Lunch restaurant, New American restaurant, Restaurant, Traditional American restaurant",4.2,4200 Conroy Rd #253 - A,O990,Orlando,32839.0,Florida,2024
c2b3,Johnny Rockets Deland at Sunshine Entertainment,1.0,29.0557686,-81.2936073,Restaurant,3.4,595 E International Speedway Blvd,Q6OM,Deland,32724.0,Florida,2024
06c6,Jon Jovonni's Pollo A La Brasa,1.0,28.7016487,-81.3457416,"Peruvian restaurant, Restaurant",4.3,355 N Ronald Reagan Blvd UNIT 1001,JGYD,Longwood,32750.0,Florida,2024
7bc5,Jon Smith Subs,1.0,26.0288811,-80.3697314,"Sandwich shop, American restaurant, Box lunch supplier, Caterer, Cheesesteak restaurant, Deli, Fast food restaurant, Takeout Restaurant, Restaurant, Salad shop",4.7,16606 Sheridan St,L1E9,Pembroke Pines,33028.0,Florida,2024
6af1,K-Nam Korean BBQ & Sushi Restaurant,1.0,27.2678457,-82.5007726,"Restaurant, Korean barbecue restaurant, Sushi restaurant",4.7,3440 Clark Rd,SYJL,Sarasota,34231.0,Florida,2024
39a8,Kabab Chicken and Grill,1.0,26.1525978,-80.3183195,"Restaurant, Food court, Kiosk",4.1,12801 W Sunrise Blvd,7GWZ,Sunrise,33323.0,Florida,2024
76ed,Kazoku Restaurant,1.0,30.5326549,-87.2684705,"Sushi restaurant, Asian restaurant, Restaurant",4.1,119 E 9 Mile Rd,YOYE,Pensacola,32534.0,Florida,2024
9a3d,Kazu's Sushi,1.0,28.2499748,-82.7201444,"Restaurant, Asian restaurant, Japanese restaurant, Sushi restaurant",4.6,5706 Main St,3IHW,New Port Richey,34652.0,Florida,2024
b0eb,Keg & Cow,1.0,26.6076951,-82.0254738,"Brewpub, Bar, Restaurant",4.5,2384 Surfside Blvd suite A-101,2ALK,Cape Coral,33991.0,Florida,2024
8974,Keke’s Breakfast Cafe,1.0,28.515319,-81.483269,"Breakfast restaurant, American restaurant, Brunch restaurant, Diner",4.5,2433 S Hiawassee Rd Suite 130,O990,Orlando,32835.0,Florida,2024
f6c2,Khon's on Palafox,1.0,30.4117619,-87.2149205,"Asian restaurant, Bar, Sushi restaurant, Vegan restaurant",4.5,34 S Palafox St,YOYE,Pensacola,32502.0,Florida,2024
d661,Kim's Seafood Market,1.0,30.4651781,-84.3460616,"Seafood market, Restaurant",4.4,1590 Blountstown St,ML39,Tallahassee,32304.0,Florida,2024
9a3a,King Cajun,1.0,30.3228174,-81.7876574,Restaurant,4.7,8209 W Beaver St,LMW4,Jacksonville,32220.0,Florida,2024
9a3a,King Cajun,1.0,28.3596774,-80.7320303,Restaurant,4.2,300 N Cocoa Blvd,URV5,Cocoa,32922.0,Florida,2024
5cac,Kobe Japanese Steakhouse,1.0,27.9394102,-82.3217459,"Japanese steakhouse, Asian restaurant, Bar, Seafood restaurant, Stand bar, Steak house, Sushi restaurant, Teppanyaki restaurant",4.5,2210 W Brandon Blvd,W2W7,Brandon,33511.0,Florida,2024
4fbd,Krystal,0.5,30.2857115,-81.3909006,"Fast food restaurant, Hamburger restaurant, Takeout Restaurant, Restaurant",3.5,277 3rd St N,S906,Jacksonville Beach,32250.0,Florida,2024
4fbd,Krystal,0.5,28.055352,-81.949988,"Fast food restaurant, Hamburger restaurant, Takeout Restaurant, Restaurant",3.5,730 E Memorial Blvd,UD7Y,Lakeland,33801.0,Florida,2024
4fbd,Krystal,0.5,30.322546,-81.5383507,"Fast food restaurant, Hamburger restaurant, Takeout Restaurant, Restaurant",3.3,10058 Atlantic Blvd,LMW4,Jacksonville,32225.0,Florida,2024
4fbd,Krystal,0.5,30.3527846,-81.5612511,"Fast food restaurant, Hamburger restaurant, Takeout restaurant, Restaurant",3.2,8015 Merrill Rd,LMW4,Jacksonville,32277.0,Florida,2024
4fbd,Krystal,0.5,30.1802561,-85.8020331,"Fast food restaurant, Hamburger restaurant, Takeout Restaurant, Restaurant",2.9,9958 Hutchison Blvd,GQ3B,Panama City Beach,32407.0,Florida,2024
4fbd,Krystal,0.5,30.6199954,-81.6445445,"Fast food restaurant, Hamburger restaurant, Takeout restaurant, Restaurant",3.5,462582 State Rd 200,OXM9,Yulee,32097.0,Florida,2024
81c2,L'Eden Cafe & Bar,0.5,27.948266,-82.4593123,"French restaurant, American restaurant, Bar, Cafe, Restaurant",3.9,500 N Tampa St,RGTW,Tampa,33602.0,Florida,2024
d377,La Bamba Mexican Spanish Restaurant II,1.0,26.2733581,-80.1980304,"Mexican restaurant, Bar & grill, Cuban restaurant, Restaurant, Spanish restaurant",4.4,5452 W Sample Rd,H75I,Margate,33073.0,Florida,2024
8151,La Carreta,1.0,26.0125195,-80.2474451,"Cuban restaurant, Latin American restaurant, Restaurant",4.4,301 N University Dr,L1E9,Pembroke Pines,33024.0,Florida,2024
054a,La Cruzada Restaurant,1.0,25.473408,-80.475441,"Mexican restaurant, Latin American restaurant, Restaurant",4.3,331 Park Pl,7QG8,Homestead,33030.0,Florida,2024
8606,La Curva Restaurant,1.0,25.730936,-80.3168493,"Cuban restaurant, Bar, Bar & grill, Caribbean restaurant, Latin American restaurant, Sports bar",3.8,4201 SW 75th Ave,LO98,Miami,33155.0,Florida,2024
165a,La Lechonera,1.0,27.9978174,-82.4842039,"Latin American restaurant, Puerto Rican restaurant, Restaurant",4.3,5601 N Armenia Ave,RGTW,Tampa,33603.0,Florida,2024
ba8c,La Loma Restaurant,1.0,28.1069454,-81.6286795,Restaurant,4.8,300 E Hinson Ave,KLNW,Haines City,33844.0,Florida,2024
ba8c,La Loma Restaurant,1.0,28.6664235,-81.4315536,Restaurant,4.7,1200 FL-436,XZBO,Altamonte Springs,32714.0,Florida,2024
5ce9,La Nopalera Mexican Restaurant,1.0,30.219596,-81.5865464,"Mexican restaurant, Bar, Taco restaurant",4.1,8206 Philips Hwy UNIT 29,LMW4,Jacksonville,32256.0,Florida,2024
bdea,La Nueva Banana Restaurant & grill,0.5,25.8092452,-80.230982,Restaurant,3.3,2146 NW 36th St,LO98,Miami,33142.0,Florida,2024
e4a2,La Place BBQ,1.0,30.4458141,-86.6076674,Restaurant,4.7,205 Racetrack Rd NE,I7MO,Fort Walton Beach,32547.0,Florida,2024
bc30,Lake Alfred Diner Inc,1.0,28.090941,-81.730037,"Diner, Breakfast restaurant, Restaurant",4.5,185 S Lake Shore Way,2SJM,Lake Alfred,33850.0,Florida,2024
d7aa,Landings Yacht Golf & Tennis,1.0,26.5532449,-81.9150832,"Golf course, Marina, Restaurant, Tennis club, Yacht club",4.7,4420 Flagship Dr,25ZR,Fort Myers,33919.0,Florida,2024
2c55,Largo Family Restaurant,1.0,27.9232319,-82.787387,"Family restaurant, Restaurant",4.2,788 Missouri Ave N,LIFE,Largo,33770.0,Florida,2024
ebe9,Las Cuatros Esquinas Restaurante,1.0,25.847504,-80.26206,Restaurant,4.5,1001 E 27th St,QCAZ,Hialeah,33013.0,Florida,2024
7116,Las Reynas Swap Shop,1.0,26.1372742,-80.1912272,"Mexican restaurant, Restaurant",3.8,3291 W Sunrise Blvd,TDGL,Fort Lauderdale,33311.0,Florida,2024
0586,Latin Bistro Bakery & Coffee,1.0,28.5483333,-81.5408333,Restaurant,3.9,2759 Old Winter Garden Rd,A5RR,Ocoee,34761.0,Florida,2024
f69d,Latin Cuban Cafeteria,1.0,25.895699,-80.349991,"Cuban restaurant, Restaurant",4.3,3323 W 80th St,QCAZ,Hialeah,33018.0,Florida,2024
6aad,Lazeez Cuisine,1.0,25.7061839,-80.4208087,"Indian restaurant, Restaurant",4.5,13919 SW 66th St,LO98,Miami,33183.0,Florida,2024
